300.0	0.0
305.0	0.016
310.0	0.068
315.0	0.167
320.0	0.287
325.0	0.423
330.0	0.56
335.0	0.673
340.0	0.772
345.0	0.841
350.0	0.905
355.0	0.943
360.0	0.981
365.0	0.993
370.0	1.0
375.0	0.989
380.0	0.916
385.0	0.804
390.0	0.625
395.0	0.423
400.0	0.238
405.0	0.114
410.0	0.051
415.0	0.019
420.0	0.0
